А,69,
об,69,
компания,69,
3,68,
16,68,
все,67,
были,67,
Юрий,67,
коронавирусом,67,
20,66,
25,66,
центра,66,
сообщили,66,
Кроме,65,
"того,",65,
можно,65,
Однако,65,
Но,65,
может,64,
строительства,64,
всего,64,
Андрей,64,
11,63,
17,63,
центре,63,
транспорта,63,
был,63,
Белгородского,63,
здравоохранения,63,
нужно,62,
со,62,
сайте,62,
Галдун,62,
COVID-19,62,
пациентов,62,
Новости,62,
дорог,61,
России,61,
рассказал,61,
областного,60,
один,60,
два,60,
человека,60,
работ,60,
белгородцы,60,
РФ,60,
Осколе,59,
улицы,59,
«БелРу»,59,
18,58,
новой,58,
школы,58,
млрд,58,
число,58,
сети,58,
нет,58,
Это,57,
К,57,
дело,57,
так,57,
населения,57,
горокруга,56,
через,56,
дома,56,
"февраля,",56,
область,56,
вакцины,56,
5,55,
планируют,55,
они,55,
глава,54,
всех,54,
областном,54,
новых,53,
стал,53,
"этого,",52,
несколько,52,
должен,52,
Для,51,
всё,51,
19,50,
том,50,
числе,50,
строительство,50,
Он,50,
Старом,50,
пять,50,
марта,50,
двух,50,
раз,50,
больницы,50,
больнице,50,
31,49,
"Так,",49,
"рублей,",49,
рамках,49,
работу,49,
Коронавирус,49,
24,48,
горокруге,48,
количество,48,
людей,48,
развития,48,
где,48,
Васильченко,48,
своей,47,
мэр,47,
Александр,47,
больше,47,
управления,47,
этот,47,
она,47,
26,46,
Всего,46,
власти,46,
Щорса,46,
горсовета,46,
сообщил,45,
начальника,45,
мужчина,45,
23,44,
данным,44,
около,44,
Навального,44,
им,44,
составила,44,
находится,43,
Ранее,43,
белгородских,43,
управление,43,
начала,43,
ремонта,43,
против,43,
микрорайоне,42,
Мы,42,
ст,42,
21,41,
деньги,41,
части,41,
сумму,41,
После,41,
дороги,41,
Прокуратура,41,
УК,41,
стало,41,
детей,41,
И,41,
итоге,41,
нашли,41,
две,41,
«ВКонтакте»,41,
ЕТК,41,
30,40,
если,40,
бы,40,
находятся,40,
Белгородском,40,
решение,40,
умерших,40,
эти,40,
Евгений,40,
14,39,
ходе,39,
новые,39,
акции,39,
развитие,39,
которых,39,
информации,39,
пандемии,39,
Об,39,
ранее,39,
занятости,39,
13,38,
была,38,
ЖКХ,38,
часть,38,
Если,38,
Что,38,
там,38,
то,38,
когда,38,
Гладкова,38,
Land,38,
отметил,37,
поддержку,37,
месте,37,
чем,37,
организации,37,
заболевших,37,
итогам,37,
"то,",37,
белгородской,37,
50,36,
сообщает,36,
касается,36,
Поэтому,36,
мэрии,36,
получили,36,
районах,36,
правительстве,36,
ИА,36,
региональном,36,
Владимир,36,
О,36,
корпус,36,
Cruiser,36,
люди,36,
появится,35,
декабря,35,
месяц,35,
последние,35,
"области,",35,
помощи,35,
должность,35,
изменения,35,
Белгородом,34,
нового,34,
городской,34,
Белгородский,34,
сегодняшний,34,
тоже,34,
белгородского,34,
км,34,
детской,34,
женщина,34,
четыре,34,
"отметил,",34,
27,33,
100,33,
построят,33,
скончались,33,
"человек,",33,
подрядчик,33,
является,33,
вакцинации,33,
дела,33,
размере,33,
менее,33,
удалось,33,
главы,33,
Белгородскую,33,
департамент,33,
сделать,33,
течение,32,
средств,32,
"года,",32,
бюджета,32,
0,32,
представление,32,
Из,32,
депздрава,32,
ИЖС,32,
Помимо,32,
прокуратура,32,
нарушения,32,
Она,32,
должна,32,
свою,32,
департаменте,32,
"белгородцев,",32,
заседании,32,
ул,32,
отремонтируют,31,
общественного,31,
умерли,31,
пока,31,
деятельности,31,
жизни,31,
Губкина,31,
стоимость,31,
появятся,31,
вопрос,31,
ему,31,
рождения,31,
мест,31,
200,30,
Врио,30,
проекта,30,
"рассказал,",30,
идёт,30,
вакцинацию,30,
прививку,30,
сейчас,30,
снега,30,
состоянии,30,
уголовное,30,
Суд,30,
транспортной,30,
штраф,30,
получил,30,
Госзакупки,29,
городского,29,
правительства,29,
случае,29,
Старого,29,
задержали,29,
трёх,29,
проблемы,29,
проект,29,
Они,29,
раза,29,
ЦРБ,29,
стали,29,
других,29,
ситуацию,29,
автобусах,29,
Иконников,29,
настоящее,28,
новый,28,
Эксклюзив,28,
предприятия,28,
нарушение,28,
директор,28,
"словам,",28,
этой,28,
контракта,28,
одного,28,
я,28,
квартире,28,
Белгородская,28,
Общее,28,
300,27,
даже,27,
Алексей,27,
сотрудники,27,
автобусов,27,
Ещё,27,
отношении,27,
первый,27,
смогут,27,
фонда,27,
Белгород,27,
системе,27,
горбольницы,27,
место,27,
Губкинского,27,
первого,27,
доз,27,
работе,27,
объектов,27,
территорию,26,
места,26,
вопросы,26,
получить,26,
домов,26,
ситуации,26,
составляет,26,
маршрутной,26,
работает,26,
центр,26,
него,26,
почти,26,
связи,26,
Я,26,
странице,26,
период,26,
дней,26,
поликлиники,26,
ч,26,
дня,26,
Toyota,26,
свои,26,
потому,26,
"сообщил,",26,
депутаты,26,
28,25,
необходимо,25,
прямой,25,
администрация,25,
Оскола,25,
подписал,25,
работников,25,
апреля,25,
"«СПАРК-Интерфакс»,",25,
зарегистрировано,25,
Крылова,25,
возбудили,25,
федерального,25,
январе,25,
микрорайона,25,
директора,25,
очень,25,
Белгородец,25,
назначили,25,
шесть,25,
готовы,25,
Глава,25,
качестве,25,
труда,25,
г,25,
22,24,
Старооскольского,24,
теперь,24,
счёт,24,
здесь,24,
капремонт,24,
дом,24,
Старооскольском,24,
заместителя,24,
коек,24,
пациента,24,
Компания,24,
социальной,24,
поручил,24,
проверку,24,
случаев,24,
потратят,23,
котором,23,
которое,23,
АО,23,
ответственности,23,
участие,23,
другие,23,
лечение,23,
мэра,23,
площадки,23,
Стоит,23,
"тем,",23,
штаба,23,
житель,23,
ГЛАДКОВ,23,
между,23,
руководителя,23,
КоАП,23,
больницах,23,
обнаружили,23,
начальник,23,
признали,23,
проверки,23,
суде,23,
У,23,
видео,23,
просят,23,
граждан,22,
решения,22,
должно,22,
"региона,",22,
больных,22,
Все,22,
системы,22,
концу,22,
минут,22,
сетей,22,
очередь,22,
весь,22,
сумма,22,
этим,22,
внимание,22,
Вячеслава,22,
кто,22,
Белгородка,22,
белгородца,22,
горбольнице,22,
помощь,22,
средства,22,
поступило,22,
корпуса,22,
состояние,22,
капитального,22,
оборудование,22,
ведомства,22,
момент,22,
воды,22,
прибыль,22,
стала,22,
29,21,
помощью,21,
Сейчас,21,
рядом,21,
текущего,21,
линии,21,
планах,21,
целом,21,
ситуация,21,
новую,21,
(в,21,
сеть,21,
провели,21,
конце,21,
ПО,21,
своём,21,
регион,21,
второй,21,
Теперь,21,
Климова,21,
ним,21,
дорогу,21,
доме,21,
Медицина,21,
скорой,21,
могли,21,
женщины,21,
контракт,21,
итоги,21,
ноября,21,
сфере,21,
нарушений,21,
тяжёлом,21,
компаний,21,
"отметить,",21,
благоустройства,21,
мнению,21,
культуры,21,
"заявил,",21,
появилась,21,
Депутаты,21,
чистая,21,
своих,21,
капитальный,21,
завода,21,
р,21,
45,20,
Губкинском,20,
участка,20,
реализации,20,
руководитель,20,
Губкине,20,
Новая,20,
заключили,20,
Людмила,20,
Жители,20,
ковида,20,
белгородка,20,
Во,20,
неделю,20,
известно,20,
оштрафовали,20,
социальных,20,
факту,20,
службы,20,
работать,20,
ни,20,
составил,20,
поэтому,20,
некоторые,20,
достигло,20,
которую,20,
суда,20,
декабре,20,
новая,20,
автомобиль,20,
выявили,20,
получит,20,
себя,20,
Идет,20,
загрузка,20,
рекламы,20,
недели,20,
автобусы,20,
общей,19,
силу,19,
одной,19,
срок,19,
рублей),19,
потратить,19,
Больше,19,
УМВД,19,
продукции,19,
м³,19,
аналитической,19,
вид,19,
ограничений,19,
Instagram,19,
Евгения,19,
признал,19,
Не,19,
свой,19,
пост,19,
зарегистрировали,19,
Женщина,19,
"Сегодня,",19,
система,19,
тот,19,
политики,19,
перед,19,
назначения,19,
Чтобы,18,
отремонтировать,18,
опубликовали,18,
улиц,18,
белгородец,18,
прошли,18,
согласно,18,
начали,18,
провести,18,
много,18,
некоторых,18,
Из-за,18,
стены,18,
делать,18,
До,18,
возможность,18,
Новом,18,
местные,18,
выплаты,18,
рубля,18,
штрафа,18,
авто,18,
работают,18,
Его,18,
цена,18,
жизнь,18,
нас,18,
сад,18,
лекарства,18,
"году,",18,
водоснабжения,18,
какой,18,
облдумы,18,
транспорте,18,
специалисты,18,
именно,18,
Ольга,18,
обязанности,18,
иск,18,
внутренней,18,
такой,18,
Белгородэнерго,18,
почему,18,
рейсов,18,
решили,18,
вреда,18,
ручной,18,
сложности,17,
права,17,
начале,17,
участников,17,
завод,17,
сотрудников,17,
документах,17,
просто,17,
прошлого,17,
машин,17,
Андрея,17,
Их,17,
заместитель,17,
капремонта,17,
октября,17,
оценили,17,
движения,17,
Сотрудники,17,
ИВЛ,17,
Губернатор,17,
никто,17,
большой,17,
инфекции,17,
детский,17,
заражённых,17,
систему,17,
месяца,17,
Есенина,17,
предложили,17,
Руководитель,17,
занимается,17,
снова,17,
документы,17,
ей,17,
аптек,17,
хотят,17,
участке,17,
жалобы,17,
компенсацию,17,
конкурса,17,
крематория,17,
6,16,
600,16,
аукциона,16,
ищет,16,
участок,16,
местного,16,
документов,16,
Строительство,16,
комплекс,16,
объекта,16,
составит,16,
меньше,16,
прокуратуры,16,
порядка,16,
коронавирус,16,
госзакупок,16,
полностью,16,
конца,16,
Основной,16,
Мэр,16,
мероприятия,16,
группы,16,
обратилась,16,
районный,16,
транспорт,16,
очереди,16,
первую,16,
ведомство,16,
Гладкову,16,
внесли,16,
приходится,16,
койки,16,
селе,16,
коронавирусной,16,
пассажиров,16,
взыскать,16,
мужчины,16,
нём,16,
безопасности,16,
здании,16,
городе,16,
подтверждённым,16,
проверят,16,
увеличилось,16,
расписание,16,
посёлке,16,
информацию,16,
квартала,16,
проекты,16,
Там,16,
местных,16,
Архиерейской,16,
требования,16,
Один,16,
думы,16,
морального,16,
Белогорья»,16,
электронного,15,
кладбище,15,
СТАРОГО,15,
этих,15,
обеспечить,15,
получения,15,
цели,15,
"рублей),",15,
сколько,15,
месяцев,15,
список,15,
предприятий,15,
жителя,15,
привлекли,15,
полиции,15,
среди,15,
м³);,15,
оперативном,15,
маршруты,15,
контрактов,15,
Вячеслав = 15,,
режим,15,
проведения,15,
жалуются,15,
отсутствие,15,
делу,15,
одном,15,
Центр,15,
совещании,15,
получила,15,
Калюжа,15,
рассказала,15,
которого,15,
возле,15,
ущерб,15,
белгородки,15,
статистику,15,
окружной,15,
МЧС,15,
причиной,15,
ввести,15,
воду,15,
детского,15,
стоит,15,
учреждения,15,
школу,15,
"человека,",15,
БЕЛГОРОДА#ГОРОД,15,
взять,15,
колонии,15,
квартиры,15,
проектов,15,
жителями,15,
главе,15,
поступит,15,
управлении,15,
увеличить,15,
генеральный,15,
выделили,15,
уголовного,15,
подала,15,
рощи,15,
записи,15,
жилья,15,
колледжа,15,
порядок,15,
цифрового,15,
Единой,15,
40,14,
500,14,
800,14,
предоставить,14,
документ,14,
пяти,14,
Когда,14,
постановление,14,
речь,14,
действия,14,
Администрация,14,
меры,14,
На = 14,,
"рассказали,",14,
"что,",14,
заболели,14,
"пациентов,",14,
директором,14,
производство,14,
договор,14,
стать,14,
результате,14,
условиях,14,
общественных,14,
Татьяна,14,
жительница,14,
митинга,14,
данные,14,
можем,14,
обращения,14,
комиссии,14,
"Белгороде,",14,
"рассказала,",14,
провёл,14,
законодательства,14,
которой,14,
огонь,14,
общественном,14,
Мужчина,14,
жителям,14,
ввели,14,
ответил,14,
учреждение,14,
успели,14,
заключения,14,
работа,14,
согласился,14,
неё,14,
писали,14,
четырёх,14,
минувшие,14,
подтвердили,14,
остались,14,
договора,14,
часов,14,
каким,14,
иномарку,14,
минимум,14,
завершить,14,
автомобильных,14,
приём,14,
эту,14,
рынков,14,
средней,14,
обратиться,14,
подал,14,
решить,14,
Бараниченко,14,
услуги,14,
жалоб,14,
прирост,14,
сессии,14,
основе,14,
маршрутов,14,
"Васильченко,",14,
60,13,
70,13,
2018,13,
2022,13,
Подрядчика,13,
определят,13,
Работы,13,
вопросов,13,
защиту,13,
другой,13,
многие,13,
проведут,13,
здание,13,
состава,13,
сточных,13,
снег,13,
обратился,13,
ведомстве,13,
административной,13,
обучение,13,
Сергей,13,
компонент,13,
остановке,13,
установить,13,
сентября,13,
требуется,13,
остановки,13,
Выздоровели,13,
Здесь,13,
одна,13,
пришли,13,
остаётся,13,
ближайшее,13,
виде,13,
суток,13,
жаловались,13,
проводить,13,
дорожной,13,
создать,13,
уровень,13,
десяти,13,
статьи,13,
кг,13,
белгородский,13,
МВД,13,
очередной,13,
животных,13,
пришлось,13,
погибшего,13,
пожара,13,
должности,13,
образования,13,
над,13,
хватает,13,
БЕЛГОРОДА,13,
просьбой,13,
фонд,13,
будем,13,
предложил,13,
услуг,13,
Некоторые,13,
качество,13,
прошлом,13,
ребёнка,13,
рынке,13,
дороге,13,
местах,13,
заседание,13,
"Белгорода,",13,
Елена,13,
иметь,13,
защиты,13,
продажи,13,
Медведева,13,
"сообщили,",13,
кадровой,13,
попросил,13,
территорий,13,
обсудили,13,
регионов,13,
помочь,13,
бывший,13,
студенты,13,
закон,13,
собак,13,
маршрут,13,
клади,13,
«БелГУ»,13,
дополнительные,13,
взыскали,13,
совещания,13,
тарифов,13,
80,12,
120,12,
250,12,
400,12,
села,12,
установка,12,
выполнить,12,
августа,12,
процедуру,12,
собственности,12,
получат,12,
Яковлевского,12,
инфраструктуры,12,
Её,12,
программы,12,
Часть,12,
мэрия,12,
Центрального,12,
специалистов,12,
ковидом,12,
появилось,12,
площадок,12,
"работы,",12,
"1,5",12,
"сказал,",12,
коронавирусных,12,
дождя,12,
стороны,12,
Максима,12,
телеграм-канале,12,
полицейские,12,
тем,12,
несмотря,12,
продажу,12,
подготовить,12,
региональное,12,
детских,12,
"людей,",12,
принимать,12,
Вячеславу,12,
региональный,12,
сделали,12,
внесла,12,
прошло,12,
аэропорта,12,
вред,12,
мусора,12,
площади,12,
"района,",12,
детском,12,
мне,12,
региону,12,
пообещал,12,
цены,12,
первой,12,
те,12,
вернуть,12,
#КРИСТИНА,12,
аптеки,12,
#НОВОСТИ#БЕЛГОРОДСКАЯ,12,
"день,",12,
приняли,12,
БЕЛГОРОДА#ЭКСКЛЮЗИВ,12,
максимально,12,
вообще,12,
зарплаты,12,
взятки,12,
"ведомства,",12,
совета,12,
"например,",12,
иномарки,12,
феврале,12,
Среди,12,
депутата,12,
вы,12,
сразу,12,
пройдёт,12,
препарата,12,
наличие,12,
десять,12,
автобуса,12,
имени,12,
Белгородцы = 12,,
добиться,12,
зоны,12,
последний,12,
грозит,12,
смогли,12,
Число,12,
своё,12,
здания,12,
Автобусы,12,
новом,12,
закрыли,12,
Решение,12,
пользования,12,
заместителем,12,
вновь,12,
Наталья,12,
такого,12,
районов,12,
агломерации,12,
НИУ,12,
дисциплинарной,12,
пруда,12,
себе,12,
Мирошников,12,
председатель,12,
мкр,12,
42,11,
150,11,
2017,11,
"5,1",11,
"компанию,",11,
площадью,11,
земли,11,
стоимости,11,
государственной,11,
либо,11,
муниципалитета,11,
ждут,11,
отделения,11,
реконструкции,11,
канализацию,11,
спортивной,11,
Новый,11,
ОАО,11,
"города,",11,
Алексея,11,
составили,11,
тысячи,11,
проходят,11,
института,11,
хозяйства,11,
предприятие,11,
подготовительные,11,
перенести,11,
установят,11,
эта,11,
чего,11,
Юности,11,
рассмотрят,11,
"сообщила,",11,
таких,11,
"января,",11,
насчитывается,11,
Белгородские,11,
помещения,11,
статье,11,
комитет,11,
виновным,11,
заявки,11,
направить,11,
труду,11,
образом,11,
пройти,11,
хотя,11,
всем,11,
нарушениями,11,
больницу,11,
Люди,11,
аэропорт,11,
правительство,11,
числа,11,
такие,11,
Свердловский,11,
Деньги,11,
безработных,11,
правила,11,
реализацию,11,
"лет,",11,
От,11,
трое,11,
успел,11,
нескольких,11,
саду,11,
развитию,11,
готов,11,
автомобиля,11,
«Белгород,11,
деле,11,
прививать,11,
проезд,11,
количества,11,
Российской,11,
Тогда,11,
эксплуатацию,11,
м²,11,
благоустройство,11,
открыли,11,
действительно,11,
всю,11,
цен,11,
многоквартирных,11,
концепции,11,
точки,11,
втором,11,
муниципалитетах,11,
"заявили,",11,
медучреждения,11,
болезни,11,
комитета,11,
Автобус,11,
оплаты,11,
"известно,",11,
«Белгороддорстрой»,11,
ремонту,11,
платить,11,
качества,11,
пунктов,11,
использования,11,
которому,11,
момента,11,
зафиксировали,11,
горожан,11,
планы,11,
автобус,11,
освещения,11,
соцсетях,11,
лично,11,
пришёл,11,
возглавил,11,
снегопада,11,
этому,11,
закона,11,
медицинских,11,
"люди,",11,
годы,11,
одним,11,
рыбы,11,
партия,11,
Узнать,11,
Глаголев,11,
Мирошникова,11,
ярмарок,11,
41,10,
вблизи,10,
направят,10,
позволит,10,
компенсации,10,
новому,10,
Фонда,10,
содействия,10,
реформированию,10,
возьмут,10,
центральной,10,
сливать,10,
Стоимость,10,
"примеру,",10,
мг/дм³,10,
вод,10,
Сети,10,
всей,10,
роста,10,
Старооскольский,10,
информация,10,
остальных,10,
жилых,10,
появились,10,
дорожную,10,
совсем,10,
бульваре,10,
начнут,10,
того,10,
маршрутную,10,
"Гладкова,",10,
собирается,10,
дорожного,10,
вода,10,
тогда,10,
данном,10,
прав,10,
координатора,10,
Следственный,10,
публикации,10,
регионах,10,
назад,10,
времени,10,
нынешнего,10,
активно,10,
Общая,10,
июля,10,
отметила,10,
базе,10,
каждый,10,
сможет,10,
адрес,10,
"добавила,",10,
стране,10,
коечного,10,
"считает,",10,
больница,10,
придётся,10,
правил,10,
приставы,10,
оказался,10,
состоянию,10,
стационарах,10,
аппаратам,10,
домах,10,
обращение,10,
смерть,10,
Соответствующее,10,
каких,10,
надо,10,
"Оказалось,",10,
Корочанском,10,
Справка,10,
установили,10,
1»,10,
ареста,10,
прошлой,10,
неделе,10,
ряд,10,
белгородском,10,
депздраве,10,
заболеваемости,10,
"регионе,",10,
оказывать,10,
необходимости,10,
требует,10,
устранить,10,
попали,10,
жертв,10,
улицах,10,
каждого,10,
нацпроектов,10,
субсидии,10,
большое,10,
нам,10,
несовершеннолетних,10,
ничего,10,
сегодня,10,
обратилось,10,
повышение,10,
соответствии,10,
невозможно,10,
просит,10,
собираются,10,
детские,10,
какие,10,
искусств,10,
депздрав,10,
зарплату,10,
сотрудник,10,
истории,10,
пресс-службе,10,
текущем,10,
Рубан,10,
следующий,10,
назначил,10,
митинг,10,
депутат,10,
"объяснил,",10,
Александра,10,
бесплатно,10,
пользоваться,10,
равно,10,
"выяснилось,",10,
Специалисты,10,
комплекса,10,
Алексеевском,10,
содержание,10,
Депздрав,10,
Tele2,10,
объём,10,
проспекте,10,
достаточно,10,
требований,10,
дополнительно,10,
"добавил,",10,
лишь,10,
долг,10,
заболевания,10,
назначен,10,
Папченя,10,
прививаться,10,
утром,10,
пол,10,
"«БелРу»,",10,
НПЗ,10,
отменил,10,
гендиректор,10,
"компании,",10,
Речь,10,
сообщила,10,
проблему,10,
случилось,10,
запустить,10,
изменить,10,
деревьев,10,
ноябре,10,
гибели,10,
этапа,10,
Думы,10,
подробнее,10,
размера,10,
муниципалитетов,10,
Свято-Троицкого,10,
набережной,10,
конкурс,10,
Абрамов,10,
ходить,10,
Бондаренко,10,
ямочный,10,
35,9,
57,9,
127,9,
2015,9,
2016,9,
кладбища,9,
земельный,9,
живой,9,
поможет,9,
марте,9,
регистрации,9,
право,9,
использование,9,
земельного,9,
сих,9,
пор,9,
канализации,9,
отходов,9,
объект,9,
новое,9,
Средства,9,
градоначальник,9,
Константина,9,
считает,9,
вынесли,9,
административные,9,
парка,9,
направил,9,
государственного,9,
поддержка,9,
выше,9,
работам,9,
перечень,9,
разметку,9,
бенефициаром,9,
изделий,9,
слишком,9,
изменится,9,
обойдётся,9,
назвал,9,
коронавирусу,9,
маски,9,
ограничения,9,
оперативного,9,
Фотофакт,9,
обратились,9,
улицу,9,
"отметила,",9,
которым,9,
карты,9,
Владимира,9,
Октябрьский,9,
девять,9,
участницу,9,
микрорайонов,9,
федеральных,9,
Максимальная,9,
однако,9,
займётся,9,
водой,9,
Харьковской,9,
протяжённость,9,
документации,9,
электронном,9,
договоры,9,
учебного,9,
СМИ,9,
Ракитянском,9,
колледже,9,
врач,9,
вместе,9,
областная,9,
прокуратуре,9,
мяса,9,
медики,9,
Штраф,9,
пользу,9,
парковок,9,
арестовали,9,
Шебекинского,9,
замгубернатора,9,
район,9,
входят,9,
зарегистрирована,9,
"ремонт,",9,
отменили,9,
округе,9,
семи,9,
летальных,9,
исходов,9,
исследования,9,
смерти,9,
поскольку,9,
среднем,9,
Михаил,9,
отделении,9,
оборудования,9,
главный,9,
"больницы,",9,
детсад,9,
сада,9,
оперштабе,9,
Старооскольской,9,
прибавилось,9,
Выписали,9,
соцсети,9,
проблем,9,
восемь,9,
нацпроекта,9,
госуслуг,9,
восьми,9,
дополнительных,9,
мая,9,
работал,9,
учреждений,9,
Управление,9,
группе,9,
самом,9,
пути,9,
отремонтирует,9,
россиян,9,
создания,9,
белгородские,9,
предприятии,9,
уголовные,9,
появился,9,
позволяет,9,
Этот,9,
взятку,9,
сотрудника,9,
банка,9,
сетях,9,
оказались,9,
изъяли,9,
произошла,9,
показали,9,
местной,9,
Оскол,9,
выдали,9,
дважды,9,
класса,9,
зачем,9,
Председатель,9,
подаренной,9,
элитной,9,
доли,9,
органов,9,
передачи,9,
"1,3",9,
возможности,9,
бенефициар,9,
отметили,9,
зависит,9,
вот,9,
данных,9,
обеспечения,9,
светофоры,9,
всегда,9,
конкурсе,9,
автомобильные,9,
парке,9,
Первый,9,
заявление,9,
государственных,9,
опыт,9,
говорится,9,
материалы,9,
"Губкина,",9,
Алексеевке,9,
неоднократно,9,
светофор,9,
произошёл,9,
руководителем,9,
возбудил,9,
принял,9,
материалами,9,
сильно,9,
опубликовал,9,
заключила,9,
технологии,9,
"рубля,",9,
бюджет,9,
горючими,9,
Олег,9,
школе,9,
родители,9,
построить,9,
Скончались,9,
план,9,
контроль,9,
медицинского,9,
Одна,9,
разных,9,
какой-то,9,
управляющих,9,
пятницу,9,
проекте,9,
лесами,9,
«Мираторг-Белгород»,9,
«ПРОМАГРО»,9,
округа,9,
реки,9,
«Аспект»,9,
первым,9,
кадровые,9,
материал,9,
машины,9,
Юго-Западный,9,
Юго-Западном,9,
«Болтушка»,9,
Жерновой,9,
32,8,
44,8,
87,8,
134,8,
162,8,
2013,8,
муниципальных,8,
закупок,8,
входит,8,
"м,",8,
устройство,8,
ними,8,
т,8,
продлили,8,
программа,8,
"правительства,",8,
принятия,8,
Фонд,8,
создание,8,
Сергиенко,8,
документе,8,
"администрации,",8,
городских,8,
разрешили,8,
Заслонова,8,
куда,8,
БЕЛГОРОДА#ОБЩЕСТВО,8,
"больше,",8,
акцию,8,
ГОК,8,
повышения,8,
поддержки,8,
сообщения,8,
-,8,
"сказано,",8,
обустройство,8,
Контракт,8,
числится,8,
Виктор,8,
"1,6",8,
оплате,8,
БЕЛГОРОДА#АВТОБУС,8,
прошёл,8,
редакцию,8,
отсутствия,8,
данной,8,
домами,8,
ремонте,8,
оборудуют,8,
попал,8,
Уголовное,8,
Дело,8,
свидетелей,8,
выйти,8,
дорога,8,
"Известно,",8,
разметки,8,
дорожных,8,
весной,8,
общественный,8,
"Калюжа,",8,
показатель,8,
социального,8,
руководителю,8,
минувшем,8,
"губернатора,",8,
встрече,8,
Чефранова,8,
проблема,8,
прим,8,
отрасли,8,
пациентам,8,
птицы,8,
"же,",8,
направили,8,
запустят,8,
"РФ,",8,
"1,2",8,
пенсионерки,8,
м,8,
таким,8,
такую,8,
женщине,8,
За = 8,,
подключены,8,
медиков,8,
проверит,8,
появиться,8,
развитии,8,
малых,8,
"Например,",8,
особенно,8,
Погода,8,
вышел,8,
"2,3",8,
Генеральный,8,
городском,8,
"горокруга,",8,
категории,8,
Сам,8,
ковидного,8,
хирургический,8,
опять,8,
готовят,8,
выступил,8,
нужна,8,
клинической,8,
отдел,8,
планирует,8,
жительницы,8,
годов,8,
горокругах,8,
погода,8,
доступности,8,
численность,8,
достигли,8,
"год,",8,
июле,8,
поликлинику,8,
капитально,8,
ремонтировать,8,
одно,8,
работодателей,8,
детскую,8,
областную,8,
службу,8,
долга,8,
принять,8,
практически,8,
дорожные,8,
шести,8,
щитовидной,8,
передать,8,
надзора,8,
мошенники,8,
магазинах,8,
режима,8,
подать,8,
затем,8,
"объектов,",8,
представил,8,
будущего,8,
"Навального,",8,
митинге,8,
врачей,8,
судьбе,8,
Белгородская = 8,,
вакцину,8,
Начальник,8,
получение,8,
делам,8,
перекрёсток,8,
начнётся,8,
Выручка,8,
масло,8,
масла,8,
Яковлевском,8,
земель,8,
движение,8,
рейсы,8,
формировании,8,
Батанова,8,
второго,8,
нацпроекту,8,
качественные,8,
дороги»,8,
10%,8,
отдыха,8,
имеет,8,
телефону,8,
мероприятий,8,
хорошо,8,
судится,8,
выполнение,8,
детсада,8,
"указано,",8,
пишет,8,
обещали,8,
компанию,8,
якобы,8,
пополнили,8,
основной,8,
обогащения,8,
исполнения,8,
предложения,8,
нельзя,8,
"отметили,",8,
говорит,8,
Гендиректор,8,
отдельных,8,
автобусе,8,
